# Generates two random numbers between -2**31 and 2**31 - 1.Randomly generates 1 of the 10 opertions
A[32] B[32] Op[4] Sa[5] C[32] V
1941248074	373313647	15	0	1	0
-1229566413	1597711958	10	0	-376608667	0
-1205791197	11047120	8	0	1	0
1600000456	965972152	14	0	0	0
1573986018	1543673187	5	0	1574150115	0
424017591	-619705965	5	0	-615120969	0
16687726	-149835550	14	0	0	0
1523836966	-141634766	10	0	-1386398956	0
1790175563	1391571444	10	0	943872191	0
1566006801	441871716	4	0	408308736	0
-939009710	-794270722	15	0	0	0
-879703343	151731756	5	0	-878969091	0
-1637175193	235522992	15	0	0	0
2066297436	369992471	11	0	-2133701472	0
130842231	2097943397	15	0	1	0
-1299512915	1335502833	4	0	42598817	0
-1974930489	969441280	4	0	138969088	0
979553043	-1098174498	14	0	0	0
-2123174748	-1408361419	10	0	763162769	0
-939769962	1430488368	11	0	671105097	0
-1243704822	-1834168483	4	0	-1869839864	0
-941736435	-2005643149	11	0	805405056	0
-778630823	278953728	10	0	-1053329831	0
-1924776523	-1938506698	5	0	-1921598025	0
351014216	967432461	11	0	-1038998862	0
903590345	121873912	4	0	88318408	0
-1045899956	-1950682770	10	0	1242702882	0
-915246362	-1354876803	14	0	1	0
-100818520	748494758	4	0	681378208	0
2088459038	-1280240492	8	0	1	0
880166944	-1329513973	11	0	1258849748	0
2025971364	2101380252	14	0	0	0
-73236842	-2003514549	14	0	1	0
756040675	808927480	15	0	1	0
-953750028	-681804379	10	0	276467793	0
-138399845	-1159815529	14	0	1	0
1976376782	-1806488637	10	0	-509725171	0
-1256444709	162733052	15	0	0	0
-1339547378	-567546219	8	0	1	0
-594267055	-1715918839	14	0	1	0
705200187	2039041329	14	0	0	0
1681125576	937567426	9	0	0	0
1823547336	-1896200491	15	0	1	0
-898266695	-627298891	4	0	-904656463	0
1635769163	1022903281	5	0	2113919995	0
-1502204697	-1466588294	5	0	-1359499265	0
-66456548	-1472722526	10	0	1412562366	0
-500876425	2129998575	4	0	1646604903	0
306972591	25292260	15	0	1	0
-1719376073	-1264032285	11	0	1112774664	0
189964853	1885660367	15	0	1	0
-730353269	1073676769	5	0	-19989	0
562844664	1786172204	5	0	1811862524	0
-130514579	-330999982	15	0	0	0
839068314	-1922839089	15	0	1	0
661389428	714123386	8	0	1	0
1006719588	171319372	14	0	0	0
328221228	856350565	4	0	318784036	0
-1090246096	-1655195848	9	0	0	0
203146558	1560648657	15	0	1	0
1229635604	1756988636	10	0	569590984	0
-1040587863	-1403667096	8	0	1	0
-2016209520	-929344303	9	0	0	0
-442469071	2068842150	8	0	1	0
-1138907808	-224258525	5	0	-20990109	0
1959759642	1151367747	14	0	0	0
1772110219	-690044642	5	0	-81505	0
-1777508258	-250409462	10	0	1730047572	0
-1795868991	-603504058	8	0	1	0
-64256046	216795767	14	0	1	0
1718985514	-138134850	14	0	0	0
704156201	1819013854	8	0	1	0
81225735	140924923	8	0	1	0
650426027	413416809	9	0	0	0
827892524	-1868702412	5	0	-1310851268	0
-1522775567	-1801873513	5	0	-1245847561	0
-1254742492	-1378436556	11	0	1107902923	0
1740345180	-87350641	11	0	282656	0
749161430	-1031470373	10	0	-299742963	0
-1819032573	1411770214	10	0	-944364699	0
1426073953	-1021096364	11	0	685543562	0
-358128422	-1099120286	11	0	16783877	0
-285254787	-1303653114	8	0	1	0
1214635005	-1967057825	9	0	0	0
-1783292849	-218991701	15	0	0	0
417260254	1761016200	5	0	2029976542	0
-1625074909	1004872780	10	0	-1530497169	0
2042653001	-681405894	9	0	0	0
-1308133862	1190261873	11	0	151521668	0
498250512	-485837003	10	0	-21494747	0
1200205649	-1774460746	11	0	675549192	0
-2127846411	1224206483	8	0	1	0
1572017116	-1048597725	15	0	1	0
-446439951	1053242862	8	0	1	0
1394987095	-1632687497	15	0	1	0
-1825185818	628078105	15	0	0	0
108477317	-1664271437	11	0	1627440200	0
1202319728	1383722779	15	0	1	0
1774306980	1138097950	15	0	1	0
-923813520	-1697799899	15	0	0	0
-1605625269	1480289624	5	0	-125862053	0
2119217302	1978096426	15	0	1	0
-695645115	1024023520	14	0	1	0
945192426	1430951147	4	0	272766186	0
-286147608	-1468834900	14	0	1	0
-1862417104	-323488522	8	0	1	0
1072545059	1558355840	5	0	2146418595	0
1483348494	-973471549	14	0	0	0
-834554736	1163990839	15	0	0	0
-849293849	169694585	10	0	-948070242	0
-860058089	-127039556	14	0	1	0
1804638646	-1435089605	15	0	1	0
-1836352399	1556991678	15	0	0	0
415146578	221092914	15	0	1	0
1706591109	-427001493	11	0	407045136	0
1203052840	-1265019284	9	0	0	0
-833670118	1027233845	8	0	1	0
303798429	2043571104	5	0	2078276541	0
848768360	-2105270309	15	0	1	0
-594764523	-2138066030	14	0	1	0
-1040580348	-1796833544	15	0	0	0
1717513319	1509219004	5	0	2147483391	0
-1467053195	1123371533	4	0	8653317	0
179388474	-193567291	4	0	3162112	0
-400122615	-1457900944	10	0	1094496121	0
-498131687	-1842036649	15	0	0	0
-918970517	-462382677	4	0	-1070556885	0
-330975832	1724668132	9	0	0	0
1591173598	537579023	8	0	1	0
914731103	1011045121	15	0	1	0
-473582286	860087466	11	0	204999237	0
936882331	1429130656	5	0	2013265339	0
1688348774	1278918045	5	0	1824177663	0
1841477107	1023353254	9	0	0	0
-748130899	21532392	5	0	-748097555	0
227035963	-1589069425	8	0	1	0
-1109513501	-2081391357	9	0	0	0
287466966	-156492785	5	0	-139559457	0
983002532	-1050594308	15	0	1	0
1315016022	1783848484	11	0	-1853087607	0
-926114601	-481787515	5	0	-338911785	0
-418769803	1381161716	5	0	-145039627	0
-217881907	394479379	4	0	318980609	0
1848807512	2034379093	14	0	0	0
898672713	-1154579896	10	0	-1900140031	0
-544644441	88479183	9	0	0	0
128987665	579394894	8	0	1	0
-459544882	1332691067	15	0	0	0
-1232760754	1842306232	5	0	-3154690	0
1262011749	-433458561	11	0	281413760	0
-635852637	-973255476	15	0	0	0
-963216359	-1017003920	15	0	0	0
1388648052	-1170821940	11	0	84427011	0
-966743503	359253893	8	0	1	0
-1327668823	40623977	14	0	1	0
-1501874212	266838674	9	0	0	0
259822039	-1077069643	11	0	1073890824	0
2019631712	-1131088704	15	0	1	0
-1093600730	-1387427449	4	0	-1405057018	0
429002989	-1550278624	11	0	1147490066	0
-1667550153	559070651	11	0	1109672512	0
-1841478422	1933754721	5	0	-209730069	0
-1918695604	-1385775265	9	0	0	0
-649471078	-1634693623	4	0	-1744795128	0
-2028336487	139820068	9	0	0	0
1224926560	-1756403003	4	0	16932928	0
419804898	1533648373	4	0	419534048	0
-1353840845	896038431	11	0	1083279552	0
490937005	1390471466	9	0	0	0
768186666	428426238	4	0	159973674	0
838723573	2074355364	15	0	1	0
-255252718	1453060115	4	0	1351163922	0
2080059295	787002444	8	0	1	0
-367286135	488122302	14	0	1	0
-1147181708	-1693866528	15	0	0	0
-186892699	-201437135	9	0	0	0
1750892517	-1623256253	14	0	0	0
693289022	-876045388	8	0	1	0
-958073081	-1389005459	5	0	-269093009	0
647324562	-1202125150	11	0	1092786253	0
-1150262082	-780779358	11	0	76127041	0
474367215	-55534419	9	0	0	0
-879180665	-80317239	15	0	0	0
1373267618	666038286	14	0	0	0
-1189871620	-1997492761	5	0	-1175191553	0
-852031865	183028256	8	0	1	0
-1644156429	297615724	15	0	0	0
975638561	988355312	4	0	975245344	0
424319097	-279642318	10	0	-165779637	0
946924289	1351459418	15	0	1	0
1360997739	146918645	10	0	1507778974	0
149798190	-1653859138	5	0	-1645363778	0
78777953	983033627	14	0	0	0
-1209833446	1792610671	8	0	1	0
1618263471	1137691996	5	0	1677721087	0
1923664865	-1764760018	15	0	1	0
1900242350	-1987956331	10	0	-121547717	0
-355553237	-616534080	8	0	1	0
1014762337	1081821404	15	0	1	0
422785874	-1334958851	15	0	1	0
373939304	1954261528	9	0	0	0
-1114904936	508203565	11	0	1077152066	0
150588387	1603915014	10	0	1465911013	0
858599161	-1325524208	10	0	-2083310103	0
1718141839	-2050997328	11	0	404175936	0
-237927811	2080232517	8	0	1	0
-976839857	1191919372	5	0	-942686385	0
1169390003	931943533	8	0	1	0
949918401	-1736810221	4	0	404357121	0
-1118758922	696993044	5	0	-1109698570	0
1621448662	-2092654968	8	0	1	0
1734448609	-870245054	9	0	0	0
-1242120568	-1571190174	5	0	-1207976214	0
-1092595530	1558670526	4	0	484458678	0
-2044619399	-28657382	9	0	0	0
1108593922	1168134780	10	0	129212286	0
2113885291	649192933	4	0	615597153	0
899209579	315314018	5	0	937156459	0
-411609896	1142556004	10	0	-1553116740	0
-2005113306	-443929417	10	0	1844857489	0
-2013101413	1232497894	10	0	-1049301379	0
72020248	-1319111596	14	0	0	0
926208101	1497760851	4	0	285474881	0
-494678736	682286091	14	0	1	0
940705283	-468354975	10	0	-603488670	0
1235978742	-969515216	8	0	1	0
-1845058441	1643139638	4	0	54	0
-1082595403	1549651805	9	0	0	0
926409682	445881600	4	0	303268096	0
441634142	-1215147645	4	0	303186178	0
392690227	274881937	4	0	274880529	0
-1942301199	1668876962	14	0	1	0
-1199150282	-1916847511	5	0	-1111524481	0
-860690725	-123110812	14	0	1	0
-1175580811	1934473714	15	0	0	0
-666880446	1685671715	4	0	1077937666	0
-1682827129	1383985191	15	0	0	0
-677300762	-181367342	5	0	-139346442	0
-1290258064	2084977287	10	0	-815922185	0
26553601	-1988452392	11	0	1979727910	0
268160595	292760223	5	0	536604383	0
-312835593	481007178	4	0	202014786	0
573215668	-1327522015	14	0	0	0
-899664478	1383958483	11	0	629295116	0
234017904	-614488600	8	0	1	0
1151278598	1330128858	4	0	1141376514	0
-48669430	-746790499	5	0	-8520289	0
-2019435420	-171779421	4	0	-2055153632	0
-229244602	1525825777	5	0	-84524553	0
-833335201	1588355709	14	0	1	0
-1114165574	1601854545	5	0	-33029	0
1652931366	1800807186	11	0	-1809300279	0
-1968616125	1526054342	10	0	-799215483	0
2112345347	1088723269	4	0	1088721153	0
-881452291	-1247122028	8	0	1	0
